PassengerId,Survived_pred,Probability
892,0,0.13103716668415938
893,0,0.29366984877015606
894,0,0.10095851820054273
895,0,0.11106675757541211
896,0,0.45928433015781306
897,0,0.11106675757541211
898,1,0.7348221566329219
899,0,0.11394006958260089
900,1,0.763329820210473
901,0,0.11439671342638098
902,0,0.11106675757541211
903,0,0.09037817162830221
904,1,0.9325207454230076
905,0,0.09037817162830221
906,1,0.9143666638400219
907,1,0.9196216837475526
908,0,0.1343490338471261
909,0,0.15294155238873788
910,0,0.45214621658430687
911,1,0.6552826555912814
912,0,0.19838447680600432
913,0,0.36537962561185433
914,1,0.9087026767046237
915,0,0.24943609479896375
916,1,0.9374806763557679
917,0,0.09037817162830221
918,1,0.9526878673012171
919,0,0.15294155238873788
920,0,0.21548097439098515
921,0,0.1573048131651447
922,0,0.09037817162830221
923,0,0.11439671342638098
924,1,0.5000870891237666
925,0,0.2530340789487189
926,1,0.561463372105572
927,0,0.15294155238873788
928,0,0.45214621658430687
929,0,0.45214621658430687
930,0,0.11106675757541211
931,0,0.3462253348166004
932,0,0.1567071983341955
933,0,0.22435383335765338
934,0,0.11476111955548314
935,1,0.8976341978737691
936,1,0.9540205084771404
937,0,0.11106675757541211
938,0,0.36326823766795396
939,0,0.13103716668415938
940,1,0.9374806763557679
941,1,0.5000870891237666
942,0,0.2719208083418955
943,0,0.1567071983341955
944,1,0.9090765801583156
945,1,0.9032393749713284
946,0,0.1567071983341955
947,0,0.11602878440805967
948,0,0.11476111955548314
949,0,0.13160801279461115
950,0,0.11394006958260089
951,1,0.9526878673012171
952,0,0.11106675757541211
953,0,0.11771734882682955
954,0,0.11106675757541211
955,1,0.7348221566329219
956,1,0.5377234500462209
957,1,0.9087026767046237
958,1,0.6208672290304388
959,0,0.09037817162830221
960,0,0.36326823766795396
961,1,0.813671574929827
962,1,0.6208672290304388
963,0,0.11106675757541211
964,0,0.45214621658430687
965,0,0.36326823766795396
966,1,0.9526878673012171
967,1,0.5050263640372464
968,0,0.11106675757541211
969,1,0.9042232774913361
970,0,0.11394006958260089
971,1,0.6208672290304388
972,1,0.9213501740341392
973,0,0.22394670026237448
974,0,0.09037817162830221
975,0,0.11106675757541211
976,0,0.1343490338471261
977,0,0.1567071983341955
978,1,0.6208672290304388
979,0,0.45214621658430687
980,1,0.6208672290304388
981,1,0.9076769131793675
982,0,0.45928433015781306
983,0,0.11106675757541211
984,1,0.9175748454164501
985,0,0.11106675757541211
986,0,0.1567071983341955
987,0,0.11106675757541211
988,1,0.9143666638400219
989,0,0.11106675757541211
990,0,0.45214621658430687
991,0,0.11476111955548314
992,1,0.9583106078596952
993,0,0.11394006958260089
994,0,0.13103716668415938
995,0,0.11106675757541211
996,1,0.591001387926123
997,0,0.11394006958260089
998,0,0.13103716668415938
999,0,0.13103716668415938
1000,0,0.11106675757541211
1001,0,0.24655467037524414
1002,0,0.1567071983341955
1003,1,0.6208672290304388
1004,1,0.9275173942232487
